WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW
EUR,NH,NH,FLU_SW_EUR,FRA,France,14-08-23,2023,33,13-08-23,2023,33,SENTINEL,0,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202333,202333
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,26-02-24,2024,9,25-02-24,2024,9,SENTINEL,35,,4,,,,,,,,,4,,,,,,,0,4,,,,,,,,,2,,,,,BE,202409,202409
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,18-09-00,2000,38,17-09-00,2000,38,NOTDEFINED,3,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,,DE,200038,200038
EUR,NH,NH,FLU_SW_EUR,FRA,France,27-04-20,2020,18,26-04-20,2020,18,NONSENTINEL,939,,0,0,0,,,0,,,,0,,,,,,0,0,,,,,,,,,,4,,,,,FR,202018,202018
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,21-01-08,2008,4,20-01-08,2008,4,NOTDEFINED,,,,,,,,0,,,,0,,,,,,0,0,,,6,,,,,,,,,,,,BE,200804,200804
EUR,NH,NH,FLU_SW_EUR,FRA,France,28-11-11,2011,48,27-11-11,2011,48,NOTDEFINED,1847,873,0,0,1,0,,0,,0,,1,,,0,,0,0,0,1,,2,,,,,,,,,RSV,,,FR,201148,201148
EUR,NH,NH,FLU_SW_EUR,FRA,France,10-07-23,2023,28,09-07-23,2023,28,SENTINEL,0,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202328,202328
EUR,NH,NH,FLU_SW_EUR,FRA,France,06-03-17,2017,10,05-03-17,2017,10,SENTINEL,42,,0,0,4,,,0,,,,4,,,0,,0,0,0,4,,,,,,,,,2,,,,,FR,201710,201710
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-03-99,1999,11,14-03-99,1999,11,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,"Even if few influenza viruses are still detected, epidemic is over.  
",BE,199911,199911
EUR,NH,NH,FLU_SW_EUR,FRA,France,31-08-20,2020,36,30-08-20,2020,36,SENTINEL,8,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202036,202036
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,02-03-20,2020,10,01-03-20,2020,10,NONSENTINEL,35,,5,0,0,0,,,,,,5,,,0,,0,,0,5,,,,,,,,,5,,,,,DE,202010,202010
EUR,NH,NH,FLU_SW_EUR,FRA,France,15-02-16,2016,7,14-02-16,2016,7,SENTINEL,286,,54,0,0,,,0,,,,54,,,143,,2,3,148,202,,,,,,,,,4,,,,,FR,201607,201607
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,05-12-22,2022,49,04-12-22,2022,49,NONSENTINEL,6,,1,,1,,,,,,,2,,,4,,0,,4,6,,,,,,,,,0,,,,,BE,202249,202249
EUR,NH,NH,FLU_SW_EUR,FRA,France,04-04-22,2022,14,03-04-22,2022,14,SENTINEL,131,,10,0,60,,,1,,,,71,,,0,,0,0,0,71,,,,,,,,,1,,,,,FR,202214,202214
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,16-01-17,2017,3,15-01-17,2017,3,SENTINEL,60,,0,0,33,,,0,,,,33,,,0,,0,0,0,33,,,,,,,,,0,,,,,BE,201703,201703
EUR,NH,NH,FLU_SW_EUR,FRA,France,04-11-13,2013,45,03-11-13,2013,45,NOTDEFINED,1366,,9,0,0,,,13,,,,22,,,0,,0,2,2,24,,,,,,,,,176,,,,,FR,201345,201345
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,01-03-10,2010,9,28-02-10,2010,9,NOTDEFINED,28,,3,0,0,,,0,,,,3,,,0,,0,0,0,3,,3,,,,,,,,,RSV,,,DE,201009,201009
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-01-17,2017,5,29-01-17,2017,5,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201705,201705
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,27-10-08,2008,44,26-10-08,2008,44,NOTDEFINED,11,,,0,0,,,0,,,,0,,,,,,1,1,1,,3,,,,,,,,,,,,BE,200844,200844
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,19-06-23,2023,25,18-06-23,2023,25,SENTINEL,56,,0,,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202325,202325
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-03-21,2021,10,07-03-21,2021,10,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,159,,,,,BE,202110,202110
EUR,NH,NH,FLU_SW_EUR,FRA,France,03-06-24,2024,23,02-06-24,2024,23,NONSENTINEL,6922,,3,,1,,,17,,,,21,,,,,,17,17,38,,,,,,,,,9,,,,,FR,202423,202423
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-07-17,2017,28,09-07-17,2017,28,SENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201728,201728
EUR,NH,NH,FLU_SW_EUR,FRA,France,01-01-24,2024,1,31-12-23,2024,1,SENTINEL,119,,34,,7,,,0,,,,41,,,0,,0,0,0,41,,,,,,,,,7,,,,,FR,202401,202401
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,13-06-22,2022,24,12-06-22,2022,24,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,225,,,,,BE,202224,202224
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-01-06,2006,4,22-01-06,2006,4,NOTDEFINED,819,,,12,,,,5,,,,17,,,,,,12,12,29,,3,,,,,,,,,,,"Grog network : 122 samples.
Hospitals surveillance : 697 samples.
co-circulation influenza A and B.",FR,200604,200604
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,31-03-08,2008,14,30-03-08,2008,14,NOTDEFINED,23,,,,,,,1,,,,1,,,,,,14,14,15,,3,,,,,,,,,,,,BE,200814,200814
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,09-02-04,2004,7,08-02-04,2004,6,NOTDEFINED,2,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,0.3% of ILI,BE,200407,200406
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-10-23,2023,40,01-10-23,2023,40,NONSENTINEL,7463,,0,,1,,,10,,,,11,,,,,,5,5,16,,,,,,,,,123,,,,,FR,202340,202340
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-12-18,2018,52,23-12-18,2018,52,SENTINEL,4,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201852,201852
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,19-02-18,2018,8,18-02-18,2018,8,NONSENTINEL,24,,10,0,0,,,0,,,,10,,,0,,5,0,5,15,,,,,,,,,2,,,,,DE,201808,201808
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-01-22,2022,2,09-01-22,2022,2,SENTINEL,13,,0,,0,,,,,,,0,,,0,,0,,0,,,,,,,,,,1,,,,,BE,202202,202202
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-06-24,2024,26,23-06-24,2024,26,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,22,,,,,BE,202426,202426
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-11-15,2015,48,22-11-15,2015,47,NONSENTINEL,2082,,0,0,0,,,2,,,,2,,,0,,0,2,2,4,,,,,,,,,789,,,,,FR,201548,201547
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,17-02-14,2014,8,16-02-14,2014,8,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201408,201408
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,29-11-04,2004,49,28-11-04,2004,48,NOTDEFINED,64,,,0,2,,,0,,,,2,,,,,,0,0,2,,3,,,,,,,,,,,,DE,200449,200448
EUR,NH,NH,FLU_SW_EUR,FRA,France,25-02-02,2002,9,24-02-02,2002,9,NOTDEFINED,1006,,,0,1,,,83,,,,84,,,,,,66,66,150,,3,,,,,,,,,,,influenza activity has declined ,FR,200209,200209
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-05-14,2014,19,04-05-14,2014,19,NOTDEFINED,938,,2,0,2,,,6,,,,10,,,0,,0,1,1,11,,,,,,,,,12,,,,,FR,201419,201419
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-11-09,2009,45,01-11-09,2009,45,NOTDEFINED,4121,2000,1346,0,1,0,,72,,0,,1419,,,0,,0,2,2,1421,,3,,,,,,,,,,,,FR,200945,200945
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,01-01-18,2018,1,31-12-17,2018,1,SENTINEL,158,,7,0,3,,,0,,,,10,,,0,,34,0,34,44,,,,,,,,,8,,,,,DE,201801,201801
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,10-10-22,2022,41,09-10-22,2022,41,SENTINEL,133,,0,,16,0,,,,,,16,,,0,,0,,0,16,,,,,,,,,6,,,,,DE,202241,202241
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,29-04-24,2024,18,28-04-24,2024,18,SENTINEL,111,,0,,0,0,,,,,,0,,,11,,0,,11,11,,,,,,,,,2,,,,,DE,202418,202418
EUR,NH,NH,FLU_SW_EUR,FRA,France,17-01-11,2011,3,16-01-11,2011,3,NOTDEFINED,3680,1989,261,0,22,0,,232,,0,,515,,,12,,1,233,246,761,,6,,,,,,,,,RSV,,,FR,201103,201103
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-10-15,2015,41,04-10-15,2015,40,SENTINEL,15,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,201541,201540
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,25-06-18,2018,26,24-06-18,2018,26,SENTINEL,36,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201826,201826
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,20-03-17,2017,12,19-03-17,2017,12,SENTINEL,104,,0,0,9,,,0,,,,9,,,0,,7,0,7,16,,,,,,,,,7,,,,,DE,201712,201712
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,24-12-01,2001,52,23-12-01,2001,52,NOTDEFINED,34,,,0,0,,,0,,,,0,,,,,,1,1,1,,3,,,,,,,,,,,"None of the regions had an unusual elevation of morbidity.   1 influenza B virus isolated, the first one for the season",DE,200152,200152
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,15-01-01,2001,3,14-01-01,2001,3,NOTDEFINED,105,,,,,,,25,,,,25,,,,,,2,2,27,,4,,,,,,,,,,,"local outbreaks reported,this time, influenza A still caused the outbreaks but influenza B viruses were also isolated sporadically",BE,200103,200103
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,14-10-13,2013,42,13-10-13,2013,42,SENTINEL,39,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,DE,201342,201342
EUR,NH,NH,FLU_SW_EUR,FRA,France,01-05-23,2023,18,30-04-23,2023,18,SENTINEL,28,,0,,0,,,0,,,,0,,,0,,0,3,3,3,,,,,,,,,0,,,,,FR,202318,202318
EUR,NH,NH,FLU_SW_EUR,FRA,France,20-11-00,2000,47,19-11-00,2000,47,NOTDEFINED,1654,,,3,0,,,19,,,,22,,,,,,0,0,22,,4,,,,,,,,,,,"In Metropolitan France, 2 regions reported influenza activity above the epidemic level, Alsace and Rhone-Alpes.  However, the weekly incidence of 86 cases per 100'000 inhabitants remains below the epidemic level of 142 cases per 100'000 inhabitants.  All A(H1N1) were A/New Caledonia/20/99-like strains",FR,200047,200047
EUR,NH,NH,FLU_SW_EUR,FRA,France,13-02-17,2017,7,12-02-17,2017,7,NONSENTINEL,4186,,2,0,136,,,354,,,,492,,,0,,0,16,16,508,,,,,,,,,364,,,,,FR,201707,201707
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,04-11-19,2019,45,03-11-19,2019,45,SENTINEL,6,,1,0,0,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,0,,,,,BE,201945,201945
EUR,NH,NH,FLU_SW_EUR,FRA,France,06-04-09,2009,15,05-04-09,2009,15,NOTDEFINED,935,,0,0,0,0,,1,,0,/,1,,,0,,0,34,34,35,,3,,,,,,,,,RSV,,"GROG Network : 16 samples. 5 influenza B.  Hospitals Surveillance : 342 samples. 1 influenza A, 1 influenza A H3N2 and 13 influenza B.",FR,200915,200915
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,04-11-13,2013,45,03-11-13,2013,45,NONSENTINEL,0,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201345,201345
EUR,NH,NH,FLU_SW_EUR,FRA,France,28-03-11,2011,13,27-03-11,2011,13,NOTDEFINED,1526,848,3,0,1,0,,7,,0,,11,,,0,,0,20,20,31,,3,,,,,,,,,RSV,,,FR,201113,201113
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,13-01-20,2020,3,12-01-20,2020,3,SENTINEL,147,,24,0,14,0,,,,,,38,,,9,,0,,9,47,,,,,,,,,3,,,,,DE,202003,202003
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,08-11-21,2021,45,07-11-21,2021,45,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,95,,,,,BE,202145,202145
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,05-01-04,2004,2,04-01-04,2004,1,NOTDEFINED,21,,,,1,,,1,,,,2,,,,,,,,2,,3,,,,,,,,,,,1.1% of ILI,BE,200402,200401
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,02-01-12,2012,1,01-01-12,2012,1,NOTDEFINED,44,,0,0,2,,,0,,,,2,,,0,,0,0,0,2,,3,,,,,,,,,RSV,,�����,DE,201201,201201
EUR,NH,NH,FLU_SW_EUR,FRA,France,30-10-06,2006,44,29-10-06,2006,44,NOTDEFINED,287,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,"GROG Networks : 25 samples.
Hospitals Surveillance : 262 samples.",FR,200644,200644
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,07-12-15,2015,50,06-12-15,2015,49,NONSENTINEL,0,,1,0,1,,,0,,,,2,,,0,,0,0,0,2,,,,,,,,,0,,,,,DE,201550,201549
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,25-12-23,2023,52,24-12-23,2023,52,NONSENTINEL,32,,5,,0,0,,,,,,5,,,1,,0,,1,6,,,,,,,,,5,,,,,DE,202352,202352
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-06-23,2023,23,04-06-23,2023,23,SENTINEL,2,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202323,202323
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-10-20,2020,41,04-10-20,2020,41,SENTINEL,41,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202041,202041
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,24-02-20,2020,9,23-02-20,2020,9,SENTINEL,50,,14,,19,,,,,,,33,,,,,,,0,33,,,,,,,,,3,,,,,BE,202009,202009
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,18-07-16,2016,29,17-07-16,2016,29,SENTINEL,19,,0,0,1,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,0,,,,,DE,201629,201629
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,19-02-01,2001,8,18-02-01,2001,8,NOTDEFINED,,,,,,,,4,,,,4,,,,,,3,3,7,,3,,,,,,,,,,,"sporadic A and B, ARI way below epidemic threshold",BE,200108,200108
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,06-10-08,2008,41,05-10-08,2008,41,NOTDEFINED,11,,,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,DE,200841,200841
EUR,NH,NH,FLU_SW_EUR,FRA,France,11-07-11,2011,28,10-07-11,2011,28,NOTDEFINED,393,226,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,FR,201128,201128
EUR,NH,NH,FLU_SW_EUR,FRA,France,08-04-13,2013,15,07-04-13,2013,15,NOTDEFINED,1458,,6,0,19,,,23,,,,48,,,1,,7,36,44,92,,,,,,,,,24,,,,,FR,201315,201315
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,27-04-15,2015,18,26-04-15,2015,17,SENTINEL,32,,0,0,0,,,0,,,,0,,,0,,8,0,8,8,,,,,,,,,0,,,,,DE,201518,201517
EUR,NH,NH,FLU_SW_EUR,FRA,France,15-01-24,2024,3,14-01-24,2024,3,NONSENTINEL,16224,,288,,104,,,1960,,,,2352,,,,,,17,17,2369,,,,,,,,,433,,,,,FR,202403,202403
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,04-03-24,2024,10,03-03-24,2024,10,NONSENTINEL,64,,4,,0,0,,,,,,4,,,0,,0,,0,4,,,,,,,,,3,,,,,DE,202410,202410
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,23-06-08,2008,26,22-06-08,2008,26,NOTDEFINED,15,,,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,,,,DE,200826,200826
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,19-11-01,2001,47,18-11-01,2001,47,NOTDEFINED,90,,,0,0,,,0,,,,0,,,,,,0,0,,,2,,,,,,,,,,,"ARI per 100 consultations is 11.1 (23.1% in pediatrics and 8.3% in GP), which is within the expected range for the time of the year.",DE,200147,200147
EUR,NH,NH,FLU_SW_EUR,FRA,France,20-05-24,2024,21,19-05-24,2024,21,SENTINEL,6,,0,,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,FR,202421,202421
EUR,NH,NH,FLU_SW_EUR,FRA,France,18-04-22,2022,16,17-04-22,2022,16,NONSENTINEL,13763,,128,0,48,,,712,,,,888,,,,,,2,2,890,,,,,,,,,35,,,,,FR,202216,202216
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,30-09-19,2019,40,29-09-19,2019,40,SENTINEL,1,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,,,,,,,,0,,,,,BE,201940,201940
EUR,NH,NH,FLU_SW_EUR,FRA,France,01-12-14,2014,49,30-11-14,2014,49,NOTDEFINED,1858,,2,0,3,,,10,,,,15,,,0,,0,3,3,18,,,,,,,,,518,,,,,FR,201449,201449
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,24-11-14,2014,48,23-11-14,2014,48,NONSENTINEL,0,,0,0,1,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,7,,,,,DE,201448,201448
EUR,NH,NH,FLU_SW_EUR,FRA,France,14-03-22,2022,11,13-03-22,2022,11,NONSENTINEL,17615,,62,0,64,,,1634,,,,1760,,,,,,3,3,1763,,,,,,,,,73,,,,,FR,202211,202211
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,06-04-98,1998,15,05-04-98,1998,14,NOTDEFINED,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,"Only 3 cases were reported, but no isolates.",BE,199815,199814
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,10-06-24,2024,24,09-06-24,2024,24,SENTINEL,7,,,,,,,0,,,,0,,,,,,0,0,,,,,,,,,,,,,,,BE,202424,202424
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,05-02-18,2018,6,04-02-18,2018,6,SENTINEL,358,,28,0,7,,,0,,,,35,,,0,,136,0,136,171,,,,,,,,,20,,,,,DE,201806,201806
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,07-12-20,2020,50,06-12-20,2020,50,NONSENTINEL,3,,0,0,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202050,202050
EUR,NH,NH,FLU_SW_EUR,FRA,France,31-10-16,2016,44,30-10-16,2016,44,NONSENTINEL,1473,,0,0,4,,,24,,,,28,,,0,,0,7,7,35,,,,,,,,,119,,,,,FR,201644,201644
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,06-06-22,2022,23,05-06-22,2022,23,NONSENTINEL,6,,0,0,6,0,,,,,,6,,,0,,0,,0,6,,,,,,,,,0,,,,,DE,202223,202223
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-04-18,2018,14,01-04-18,2018,14,SENTINEL,27,,2,0,3,,,0,,,,5,,,0,,6,0,6,11,,,,,,,,,0,,,,,FR,201814,201814
EUR,NH,NH,FLU_SW_EUR,FRA,France,19-01-98,1998,4,18-01-98,1998,3,NOTDEFINED,496,,,0,0,,,25,,,,25,,,,,,0,0,25,,6,,,,,,,,,,,Widespread to regional acitivity due to A(H3N2).,FR,199804,199803
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,01-12-08,2008,49,30-11-08,2008,49,NOTDEFINED,17,,,,1,,,0,,,,1,,,,,,2,2,3,,3,,,,,,,,,,,,BE,200849,200849
EUR,NH,NH,FLU_SW_EUR,FRA,France,12-03-18,2018,11,11-03-18,2018,11,NONSENTINEL,5672,,68,0,54,,,223,,,,345,,,0,,0,908,908,1253,,,,,,,,,107,,,,,FR,201811,201811
EUR,NH,NH,FLU_SW_EUR,FRA,France,21-09-98,1998,39,20-09-98,1998,38,NOTDEFINED,163,,,0,1,,,0,,,,1,,,,,,0,0,1,,3,,,,,,,,,,,"The first influenza virus isolated for this season.  It was isolated from a 69 years old male patient on 2 October, who came back with a group of elderlies on tour to Cologne, Germany. ",FR,199839,199838
EUR,NH,NH,FLU_SW_EUR,FRA,France,05-12-22,2022,49,04-12-22,2022,49,SENTINEL,295,,8,,78,,,0,,,,86,,,5,,0,3,8,94,,,,,,,,,39,,,,,FR,202249,202249
EUR,NH,NH,FLU_SW_EUR,FRA,France,27-10-14,2014,44,26-10-14,2014,44,NOTDEFINED,998,,0,0,0,,,4,,,,4,,,0,,0,2,2,6,,,,,,,,,74,,,,,FR,201444,201444
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-05-22,2022,21,22-05-22,2022,21,NONSENTINEL,8152,,3,0,2,,,33,,,,38,,,,,,0,0,38,,,,,,,,,31,,,,,FR,202221,202221
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,14-06-10,2010,24,13-06-10,2010,24,NOTDEFINED,5,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,,,RSV,,,DE,201024,201024
EUR,NH,NH,FLU_SW_EUR,FRA,France,23-10-23,2023,43,22-10-23,2023,43,SENTINEL,110,,1,,0,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,5,,,,,FR,202343,202343
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,23-11-20,2020,48,22-11-20,2020,48,SENTINEL,94,,0,0,0,0,,,,,,0,,,0,,0,,0,,,,,,,,,,0,,,,,DE,202048,202048
EUR,NH,NH,FLU_SW_EUR,FRA,France,25-12-00,2000,52,24-12-00,2000,52,NOTDEFINED,1893,,,0,0,,,48,,,,48,,,,,,0,0,48,,5,,,,,,,,,,,still with intense activity in the north particularly in the western part ,FR,200052,200052
EUR,NH,NH,FLU_SW_EUR,FRA,France,19-02-07,2007,8,18-02-07,2007,8,NOTDEFINED,911,,,,17,,,98,,,,115,,,,,,,,115,,3,,,,,,,,,,,"GROG networks : 111 samples. 19 influenza A, 7 influenza A H3N2 and 1 influenza not typed.
Hospitals surveillance : 800 samples. 79 influenza A, 12 influenza A H3N2 and 8 influenza",FR,200708,200708
EUR,NH,NH,FLU_SW_EUR,FRA,France,20-07-09,2009,30,19-07-09,2009,30,NOTDEFINED,273,,15,0,0,0,,0,,0,,15,,,0,,0,0,0,15,,1,,,,,,,,,,,,FR,200930,200930
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,09-05-16,2016,19,08-05-16,2016,19,SENTINEL,24,,0,0,0,,,0,,,,0,,,1,,0,0,1,1,,,,,,,,,0,,,,,DE,201619,201619
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,18-02-13,2013,8,17-02-13,2013,8,NOTDEFINED,88,,13,0,3,,,3,,,,19,,,2,,24,0,26,45,,6,,,,,,,,,RSV,,,BE,201308,201308
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,01-01-24,2024,1,31-12-23,2024,1,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,161,,,,,BE,202401,202401
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,22-08-22,2022,34,21-08-22,2022,34,NONSENTINEL,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,19,,,,,BE,202234,202234
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,08-10-12,2012,41,07-10-12,2012,41,NOTDEFINED,15,,0,0,0,,,0,,,,0,,,0,,0,0,0,,,2,,,,,,,0,,RSV,,,DE,201241,201241
EUR,NH,NH,FLU_SW_EUR,FRA,France,03-01-22,2022,1,02-01-22,2022,1,NONSENTINEL,20589,,57,0,26,,,404,,,,487,,,,,,2,2,489,,,,,,,,,704,,,,,FR,202201,202201
EUR,NH,NH,FLU_SW_EUR,BEL,Belgium,20-01-20,2020,4,19-01-20,2020,4,SENTINEL,49,,18,,16,,,,,,,34,,,2,,,,2,36,,,,,,,,,1,,,,,BE,202004,202004
EUR,NH,NH,FLU_SW_EUR,FRA,France,17-10-16,2016,42,16-10-16,2016,42,SENTINEL,45,,0,0,1,,,0,,,,1,,,0,,0,0,0,1,,,,,,,,,0,,,,,FR,201642,201642
EUR,NH,NH,FLU_SW_EUR,FRA,France,26-01-09,2009,5,25-01-09,2009,5,NOTDEFINED,2458,,0,0,54,0,,194,,0,/,248,,,0,,0,24,24,272,,5,,,,,,,,,RSV,,"GROG Network : 135 samples. 29 influenza A, 42 influenza A H3N2, 1 influenza A H1N1 and 2 influenza B.  Hospitals surveillance : 1028 samples. 142 influenza A, 27 influenza A H3N2 and 12 influenza B.",FR,200905,200905
EUR,NH,NH,FLU_SW_EUR,FRA,France,07-12-09,2009,50,06-12-09,2009,50,NOTDEFINED,8063,4640,2666,0,1,0,,127,,0,,2794,,,0,,0,0,0,2794,,5,,,,,,,,,,,,FR,200950,200950
EUR,NH,NH,FLU_SW_EUR,DEU,Germany,25-03-24,2024,13,24-03-24,2024,13,SENTINEL,90,,2,,0,0,,,,,,2,,,12,,0,,12,14,,,,,,,,,3,,,,,DE,202413,202413
EUR,NH,NH,FLU_SW_EUR,FRA,France,02-05-11,2011,18,01-05-11,2011,18,NOTDEFINED,758,406,0,0,0,0,,1,,0,,1,,,0,,0,1,1,2,,2,,,,,,,,,RSV,,,FR,201118,201118
